"artist","song","first_name","last_name","user_id","item_in_session","session_id"
"Bryan Adams","Don't Ya Say It","Layla","Griffin","24","36","984"
"Madonna","Revolver [feat. Lil Wayne]","Lily","Burns","32","2","1036"
"The Roots","Grits","Jacob","Klein","73","5","954"
"Nirvana","Breed","Layla","Griffin","24","37","984"
"Gino Vannelli","People Gotta Move","Layla","Griffin","24","38","984"
"The Roots / Wadud Ahmad","Take It There","Jacob","Klein","73","6","954"
"Coldplay","Shiver","Layla","Griffin","24","39","984"
"LCD Soundsystem","Tribulations","Jacob","Klein","73","7","954"
"Cartel","Luckie Street","Layla","Griffin","24","40","984"
"Carter Burwell","Bella's Lullaby (Twilight Soundtrack Version)","Jacob","Klein","73","8","954"
"The Coral","Fireflies","Layla","Griffin","24","41","984"
"The Misfits","Rat Fink","Jacob","Klein","73","9","954"
"Jack Johnson","Inaudible Melodies","Jacob","Klein","73","10","954"
"RÃÂ¶yksopp","In Space","Layla","Griffin","24","42","984"
"Sounds from the Ground","Where The Wild Things Were","Jacob","Klein","73","11","954"
"Mantronix","Ladies (Dub) (2005 Digital Remaster)","Layla","Griffin","24","43","984"
"Death Cab for Cutie","I Will Follow You into the Dark (Album Version)","Layla","Griffin","24","44","984"
"Green Day","Last Night On Earth [feat. Green Day & The Cast Of American Idiot] (Album Version)","Jacob","Klein","73","12","954"
"Scooter","Across The Sky","Layla","Griffin","24","45","984"
"Bodo Wartke","Ich trau' mich nicht","Ryan","Smith","26","0","1039"
"Chris Classic","Witch Doctor","Jacob","Klein","73","13","954"
"Creedence Clearwater Revival","Travelin' Band","Jacob","Klein","73","14","954"
"LMFAO / Lil Jon","Shots","Layla","Griffin","24","47","984"
"Alison Moyet","Love Resurrection","Jacob","Klein","73","15","954"
"Amos Lee","Colors","Ryan","Smith","26","1","1039"
"Los Dynamite","Smile","Layla","Griffin","24","48","984"
"Alter Ego","Rocker","Jacob","Klein","73","16","954"
"Colossal","Brave The Elements","Layla","Griffin","24","49","984"
"Alice In Chains","Over Now","Jacob","Klein","73","17","954"
"Interpol","Rest My Chemistry","Layla","Griffin","24","50","984"
"BjÃÂ¶rk","Cover Me","Jacob","Klein","73","18","954"
"Death In Vegas","Girls","Layla","Griffin","24","51","984"
"Harmonia","Sehr kosmisch","Jacob","Klein","73","19","954"
"George Thorogood And The Destroyers","Alley Oop (Live)","Layla","Griffin","24","52","984"
"Jason Mraz","A Beautiful Mess (Album Version)","Layla","Griffin","24","53","984"
"Los Campesinos","We throw parties_ you throw knives","Jacob","Klein","73","20","954"
"Insane Clown Posse","I Stab People","Layla","Griffin","24","54","984"
"Joaquin Sabina","Besos Con Sal","Layla","Griffin","24","55","984"
"Justin Bieber","One Less Lonely Girl","Jacob","Klein","73","21","954"
"Green Day","King For A Day/Shout (Live)","Layla","Griffin","24","56","984"
"Saliva","Doperide","Jacob","Klein","73","22","954"
"John Mayer","Why Georgia","Jacob","Klein","73","23","954"
"Frightened Rabbit","Set You Free","Jacob","Klein","73","24","954"
"Righteous Brothers","Unchained Melody","Layla","Griffin","24","57","984"
"Umek vs Ramirez","Hablando","Jacob","Klein","73","25","954"
"Tinchy Stryder / Taio Cruz","Take Me Back","Layla","Griffin","24","58","984"
"PeterLicht","Heiterkeit","Layla","Griffin","24","59","984"
"Lanae' Hale","Beautiful Things","Walter","Frye","39","0","451"
"Eagles","Frail Grasp On The Big Picture","Jacob","Klein","73","26","954"
"Primus","Over The Electric Grapevine","Layla","Griffin","24","60","984"
"Cake","Never There","Jacob","Klein","73","27","954"
"Zero 7","Milton At Midnight","Jacob","Klein","73","28","954"
"Faithless","Drifting Away","Layla","Griffin","24","61","984"
"Saxon","Redline (2009 Digital Remaster)","Layla","Griffin","24","62","984"
"Elvis Costello & The Attractions","Moods For Moderns","Jacob","Klein","73","29","954"
"Lily Allen","Everyone's At It","Layla","Griffin","24","63","984"
"Dwight Yoakam","You're The One","Jacob","Klein","73","30","954"
"Keyshia Cole","Work It Out","Layla","Griffin","24","64","984"
"James","She's A Star","Jacob","Klein","73","31","954"
"Queen","Who Wants To Live Forever (With Commentary)","Jacob","Klein","73","32","954"
"Boz Scaggs","Look What You've Done To Me","Layla","Griffin","24","65","984"
"Sia","Playground","Jacob","Klein","73","33","954"
"Max Richter","Arboretum","Layla","Griffin","24","66","984"
"10cc","Hotel","Jacob","Klein","73","34","954"
"Silverstein","Smile In Your Sleep (Album Version)","Layla","Griffin","24","67","984"
"Combat 84","Barry Prudom (Re-Mix)","Jacob","Klein","73","35","954"
"Sanctus Real","Lay Down My Guns","Layla","Griffin","24","69","984"
"Pink Martini_Ari Shapiro","But Now I'm Black","Jacob","Klein","73","36","954"
"Dwight Yoakam","You're The One","Jacob","Klein","73","37","954"
"Jay-Z","Ride Or Die","Layla","Griffin","24","70","984"
"The Handsome Family","The Woman Downstairs","Jacob","Klein","73","38","954"
"Hellogoodbye","All Of Your Love","Layla","Griffin","24","71","984"
"Janet Jackson","Because Of Love","Layla","Griffin","24","72","984"
"Gorillaz","Plastic Beach (Feat. Mick Jones and Paul Simonon)","Jacob","Klein","73","39","954"
"Silverstein","Smashed Into Pieces (Album Version)","Layla","Griffin","24","73","984"
"Example","Kickstarts","Jacob","Klein","73","40","954"
"Shania Twain","In My Car (I'll Be The Driver)","Jacob","Klein","73","41","954"
"Skindred","Ease Up","Layla","Griffin","24","74","984"
"Kanye West","Jesus Walks","Jacob","Klein","73","42","954"
"Aloe Blacc","I Need A Dollar","Layla","Griffin","24","76","984"
"Common","GO!","Jacob","Klein","73","43","954"
"The Belle Stars","Iko Iko","Layla","Griffin","24","77","984"
"Feist","Mushaboom","Jacob","Klein","73","44","954"
"Lupe Fiasco","The Coolest (Explicit Album Version)","Layla","Griffin","24","78","984"
"Natalie Cole","Stairway To The Stars","Jacob","Klein","73","45","954"
"Placebo","The Bitter End","Layla","Griffin","24","79","984"
"2Mex","Making Money Off God feat. Bus Driver","Jacob","Klein","73","46","954"
"Brother Ali","The Puzzle","Layla","Griffin","24","80","984"
"Meat Loaf","Paradise By The Dashboard Light","Jacob","Klein","73","47","954"
"MC Lars","It's Not Easy (Being Green) (Featuring Pierre Bouvier Of Simple Plan)","Layla","Griffin","24","81","984"
"BeyoncÃÂ©","Ego","Layla","Griffin","24","82","984"
"Joy Division","Transmission","Layla","Griffin","24","83","984"
"Dierks Bentley","I Wanna Make You Close Your Eyes","Jacob","Klein","73","48","954"
"Devendra Banhart","At The Hop","Layla","Griffin","24","84","984"
"Camera Obscura","If Looks Could Kill","Jacob","Klein","73","49","954"
"Prodigy","Breathe","Layla","Griffin","24","85","984"
"Aventura","Peligro","Jacob","Klein","73","50","954"
"Die Sekte","Mittelfinga ab feat. Sido_ MOK_ B-Tight_ Bendt","Layla","Griffin","24","86","984"
"Kid Dynamite","Never Met The Gooch","Jacob","Klein","73","51","954"
"Eminem / Bizarre","Amityville","Jacob","Klein","73","52","954"
"Explosions In The Sky","So Long_ Lonesome","Layla","Griffin","24","87","984"
"Mynt","Playa Haters","Celeste","Williams","53","2","52"
"Taylor Swift","You Belong With Me","Celeste","Williams","53","3","52"
"Amy Winehouse","Valerie","Celeste","Williams","53","4","52"
"Jimmy Eat World","Dizzy","Celeste","Williams","53","5","52"
"Maldita Nerea","Supelicula","Anabelle","Simpson","69","0","158"
"Fluke","Bermuda","Connar","Moreno","62","0","168"
"Habib KoitÃÂ©","Din Din Wo","Jayden","Fox","101","0","185"
"The Kooks","Eddie's Gun","Sara","Johnson","95","0","152"
"Blues Traveler","Hook","Sara","Johnson","95","1","152"
"Coldplay","Shiver","Sara","Johnson","95","2","152"
"Tom Petty And The Heartbreakers","The Wild One_ Forever","Sara","Johnson","95","3","152"
"Girl Talk","Give and Go","Sara","Johnson","95","4","152"
"Florence + The Machine","Cosmic Love","Sara","Johnson","95","5","152"
"Three Drives","Greece 2000","Sara","Johnson","95","6","152"
"Jonas Brothers","Sorry","Sara","Johnson","95","7","152"
"Tevin Campbell","Round And Round (Soul Mix Edit)","Sara","Johnson","95","8","152"
"Sting","Windmills Of Your Mind","Sara","Johnson","95","9","152"
"The Champs","Tequila","Sara","Johnson","95","10","152"
"RÃÂ¶yksopp","Poor Leno Jakatta Radio Mix","Sara","Johnson","95","11","152"
"Avenged Sevenfold","Bat Country (Album Version)","Sara","Johnson","95","12","152"
"Sam Cooke","Ain't Misbehavin","Sara","Johnson","95","13","152"
"Apulanta","Hallaa","Sara","Johnson","95","14","152"
"Era","Cathar Rhythm","Sara","Johnson","95","15","152"
"Klaus Badelt","Moonlight Serenade","Sylvie","Cruz","10","1","210"
"Parov Stelar","KissKiss","Sara","Johnson","95","16","152"
"Florence + The Machine","Rabbit Heart (Raise It Up)","Lily","Koch","15","0","199"
"De La Soul","Me_ Myself & I","Sara","Johnson","95","17","152"
"Lil Wayne / T-Pain","Got Money","Sara","Johnson","95","18","152"
"Cher","Milord","Lily","Koch","15","1","199"
"Edge Of Dawn","Losing Ground","Lily","Koch","15","2","199"
"The Black Keys","Elevator","Sara","Johnson","95","19","152"
"Smokie Norful","I Need You Now (Build A Bridge Version)","Lily","Koch","15","3","199"
"Adam Lambert","Whataya Want From Me","Sara","Johnson","95","20","152"
"Pulp","Little Girl (With Blue Eyes)","Sara","Johnson","95","21","152"
"Alliance Ethnik","Creil City","Lily","Koch","15","4","199"
"Tricky","Ponderosa","Sara","Johnson","95","22","152"
"John Butler Trio","Betterman (full-length/album version)","Lily","Koch","15","5","199"
"Culture Club","Believe (Demo)","Sara","Johnson","95","23","152"
"The Temper Trap","Fader","Lily","Koch","15","6","199"
"La Mosca Tse-Tse","Patadas En El Corazon","Sara","Johnson","95","24","152"
"Cute Is What We Aim For","Finger Twist & Split (Album Version)","Lily","Koch","15","7","199"
"Jack Johnson","Bubble Toes","Sara","Johnson","95","25","152"
"Siriusmo","Simple","Lily","Koch","15","8","199"
"Creedence Clearwater Revival","Feelin' Blue","Sara","Johnson","95","26","152"
"Alberto Plaza","No Seas Cruel (vivo)","Lily","Koch","15","9","199"
"Brand New","Not The Sun","Sara","Johnson","95","27","152"
"Sean Lennon","Into The Sun","Lily","Koch","15","10","199"
"K-OS","EMCEE Murdah","Sara","Johnson","95","28","152"
"Nana Caymmi","Acercate Mas (2000 Digital Remaster)","Lily","Koch","15","11","199"
"Casino Versus Japan","Moonlupe","Sara","Johnson","95","29","152"
"the bird and the bee","Ray Gun","Sara","Johnson","95","30","152"
"Skyforger","In the Yard of the Father's Son","Lily","Koch","15","12","199"
"Bryan Ferry","Slave To Love (1999 Digital Remaster)","Lily","Koch","15","13","199"
"The Black Keys","All Hands Against His Own","Sara","Johnson","95","31","152"
"Foxy Shazam","Wanna-be Angel (Album Version)","Lily","Koch","15","14","199"
"The Ruts","West One (Shine On Me)","Sara","Johnson","95","32","152"
"Old 97's","Victoria (LP Version)","Lily","Koch","15","15","199"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Lily","Koch","15","16","199"
"Bon Iver","For Emma","Sara","Johnson","95","33","152"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","Lily","Koch","15","17","199"
"Glen Washington","One Of These Days","Sara","Johnson","95","34","152"
"Mad Cobra","Flex","Lily","Koch","15","18","199"
"Dropout Year","This Notebook","Sara","Johnson","95","35","152"
"Flogging Molly","Punch Drunk Grinning Soul","Lily","Koch","15","19","199"
"Young Rebel Set","If I Was","Sara","Johnson","95","36","152"
"Sneaker Pimps","Spin Spin Sugar","Lily","Koch","15","20","199"
"Righteous Brothers","Unchained Melody","Sara","Johnson","95","37","152"
"Me First And The Gimme Gimmes","Jonny's Blessing","Sara","Johnson","95","38","152"
"Texas In July","Aurora","Lily","Koch","15","21","199"
"Alice In Chains","God Smack","Sara","Johnson","95","39","152"
"10 Years","Wasteland","Lily","Koch","15","22","199"
"Juanes","No Siento Penas","Lily","Koch","15","23","199"
"Cat Stevens","Wild World","Sara","Johnson","95","43","152"
"Passion Pit","Sleepyhead","Lily","Koch","15","24","199"
"The Temper Trap","Fader","Sara","Johnson","95","44","152"
"OneRepublic","Secrets","Lily","Koch","15","25","199"
"Diplo","Florida","Sara","Johnson","95","45","152"
"Afro Celt Sound System","Even In My Dreams","Sara","Johnson","95","46","152"
"PeterLicht","Heiterkeit","Lily","Koch","15","26","199"
"M.A. Numminen","TULENLIEKKI","Sara","Johnson","95","47","152"
"Limp Bizkit","Rollin' (Air Raid Vehicle)","Sara","Johnson","95","49","152"
"Downhere","In America (Album Version)","Sara","Johnson","95","50","152"
"Roots Manuva","No Love","Sara","Johnson","95","51","152"
"Lykke Li","Let It Fall","Sara","Johnson","95","52","152"
"Plan B","Free","Sara","Johnson","95","53","152"
"Octopus Project","Hypnopaedia","Sara","Johnson","95","54","152"
"OneRepublic","Secrets","Sara","Johnson","95","55","152"
"Gilberto Santa Rosa","La Sigo Amando Tanto","Sara","Johnson","95","56","152"
"Eric Clapton","Tears In Heaven","Sara","Johnson","95","57","152"
"ARRESTED DEVELOPMENT","Fountain Of Youth","Sara","Johnson","95","58","152"
"Future Rock","Gears","Sara","Johnson","95","60","152"
"Steppenwolf","Born To Be Wild","Sara","Johnson","95","61","152"
"Jason Mraz & Colbie Caillat","Lucky (Album Version)","Sara","Johnson","95","62","152"
"Leonard Cohen","The Stranger Song","Sara","Johnson","95","63","152"
"Bright Eyes","Kathy with a K's Song","Ayla","Johnson","63","0","135"
"The Smiths","The Boy With The Thorn In His Side","Chloe","Cuevas","49","1","195"
"Quique Gonzalez","Cuando Eramos Reyes","Chloe","Cuevas","49","2","195"
"Muse","Pink Ego Box","Chloe","Cuevas","49","3","195"
"Sugarland","Just Might (Make Me Believe)","Cecilia","Owens","6","0","5"
"A Hope For Home","Absolution: Of Flight and Failure","Cecilia","Owens","6","1","5"
"Fu","Ja I Ty","Kevin","Arellano","66","1","514"
"All Time Low","A Party Song (The Walk of Shame)","Maia","Burke","51","1","510"
"Nik & Jay","Pop-Pop!","Wyatt","Scott","9","0","379"
"Quad City DJ's","C'mon N' Ride It (The Train) (LP Version)","Chloe","Cuevas","49","0","506"
"Hoobastank","Born To Lead","Noah","Chavez","94","1","492"
"Foo Fighters","The Pretender","Devin","Larson","60","0","413"
"The Firesign Theatre","Side .002","Devin","Larson","60","1","413"
"Julian Lennon","Too Late For Goodbyes","Devin","Larson","60","2","413"
"Kinky","Sister Twisted","Jayden","Graves","25","1","442"
"The Early November","Ever So Sweet","Jayden","Graves","25","2","442"
"Damien Rice","9 Crimes (Demo)","Jayden","Graves","25","3","442"
"Jimi Hendrix","Crying Blue Rain","Jayden","Graves","25","4","442"
"Cartola","Peito Vazio","Jayden","Graves","25","5","442"
"Cat Stevens","Lady D'Arbanville","Jayden","Graves","25","6","442"
"Dwight Yoakam","You're The One","Jayden","Graves","25","7","442"
"Les MisÃÂ©rables - 10th Anniversary Concert","Do You Hear The People Sing?","Jayden","Graves","25","8","442"
"America","Work To Do","Jayden","Graves","25","9","442"
"Dio","When A Woman Cries","Jayden","Graves","25","10","442"
"Dash Berlin","Till The Sky Falls Down","Jayden","Graves","25","12","442"
"Brian Hyland","Sealed With A Kiss","Jayden","Graves","25","13","442"
"The Black Keys","Your Touch","Jayden","Graves","25","14","442"
"Queensryche","Circles (2007 Live At The Moore Theater in Seattle LP Version)","Jayden","Graves","25","15","442"
"The Black Keys","Howlin For You","Jayden","Graves","25","16","442"
"The Killers","This Is Your Life","Jayden","Graves","25","17","442"
"Erasure","Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix)","Jayden","Graves","25","18","442"
"Red Hot Chili Peppers","Snow [Hey Oh] (Album Version)","Jayden","Graves","25","19","442"
"Balkan Beat Box","Bulgarian  Chicks","Jayden","Graves","25","20","442"
"Fleet Foxes","Tiger Mountain Peasant Song","Jayden","Graves","25","21","442"
"Damu The Fudgemunk","Man With Bindle [Pawt 1] (2004)","Jayden","Graves","25","22","442"
"Harmonia","Sehr kosmisch","Stefany","White","83","0","380"
"Moloko","Over And Over","Jayden","Graves","25","23","442"
"Richard Ashcroft","Break The Night With Colour","Stefany","White","83","1","380"
"Johnny Gill","Chemistry","Jayden","Graves","25","24","442"
"Enya","The Sun In The Stream","Jayden","Graves","25","25","442"
"Eminem","Mockingbird","Jayden","Graves","25","26","442"
"Van Halen","Love Walks In (Remastered Album Version)","Aleena","Kirby","44","1","474"
"BarlowGirl","Never Alone (Acoustic Version)","Aleena","Kirby","44","2","474"
"Porcupine Tree","Way Out of Here [Album Version]","Aleena","Kirby","44","3","474"
"Slash","Beautiful Dangerous (featuring Fergie)","Aleena","Kirby","44","4","474"
"Lady GaGa","Alejandro","Aleena","Kirby","44","5","474"
"Shout Out Louds","Never Ever","Kate","Harrell","97","0","508"
"Nick Jonas & The Administration","Who I Am","Aleena","Kirby","44","6","474"
"Cibelle","Pequenos Olhos","Kate","Harrell","97","1","508"
"Joshua Radin","The Fear You Won't Fall","Aleena","Kirby","44","7","474"
"Kings Of Leon","Revelry","Aleena","Kirby","44","8","474"
"Spinal Tap","Rock 'n' Roll Creation","Aleena","Kirby","44","9","474"
"Nine Inch Nails","Beside You In Time","Kate","Harrell","97","2","508"
"Aiden","Breathless (Album Version)","Aleena","Kirby","44","10","474"
"Muse","Citizen Erased","Kate","Harrell","97","3","508"
"Wyclef Jean","Something About Mary","Aleena","Kirby","44","11","474"
"Matthew Good","She's In It for the Money","Aleena","Kirby","44","12","474"
"Luke Bryan","Do I","Kate","Harrell","97","4","508"
"Billy Currington","Walk A Little Straighter","Kate","Harrell","97","5","508"
"Justice","DVNO","Aleena","Kirby","44","13","474"
"Sam Cooke","Ain't Misbehavin","Kate","Harrell","97","6","508"
"Guns N' Roses","Don't Cry (Original)","Aleena","Kirby","44","14","474"
"DJ Shadow","Changeling","Cecilia","Owens","6","0","453"
"Madonna","American Life [Headcleanr Rock Mix]","Kate","Harrell","97","7","508"
"Justin Bieber / Usher","First Dance","Aleena","Kirby","44","15","474"
"Pat Benatar","Invincible","Kate","Harrell","97","8","508"
"The New Pornographers","Falling Through Your Clothes","Cecilia","Owens","6","1","453"
"Subhumans","Rain","Aleena","Kirby","44","16","474"
"Van Halen","You're No Good (Album Version)","Kate","Harrell","97","9","508"
"The Black Ghosts","Anyway You Choose To Give It (Radio Edit)","Kate","Harrell","97","10","508"
"The New Pornographers","Jackie","Ava","Robinson","50","0","430"
"Slim Dusty","Long Black Road","Ava","Robinson","50","1","430"
"Muse","Resistance","Ava","Robinson","50","2","430"
"Alliance Ethnik","Creil City","Chloe","Cuevas","49","0","528"
"The Mossie","Interlude #1 (Mama)","Jacqueline","Lynch","29","1","486"
"Anastacia","One Day In Your Life","Jacqueline","Lynch","29","2","486"
"Europe","The Final Countdown","Mohammad","Rodriguez","88","1","471"
"Renee Olstead","Summertime (Album Version)","Chloe","Cuevas","49","1","528"
"John Mayer","Good Love Is On The Way","Jacqueline","Lynch","29","3","486"
"Lone Justice","Shelter","Chloe","Cuevas","49","2","528"
"Beirut","Nantes","Colm","Santana","67","0","475"
"In Flames","My sweet shadow","Jacqueline","Lynch","29","4","486"
"New Funky Generation","Lubumba '98","Chloe","Cuevas","49","3","528"
"Coldplay","Yellow","Colm","Santana","67","1","475"
"Celtic Woman","Siulil A Run","Jacqueline","Lynch","29","5","486"
"Delerium feat. Sarah McLachlan","Silence","Chloe","Cuevas","49","4","528"
"Jeff Beck & The Big Town Playboys","Blues Stay Away From Me","Colm","Santana","67","2","475"
"matchbox twenty","Unwell (Album Version)","Jacqueline","Lynch","29","6","486"
"J. Karjalainen & Mustat Lasit","Sinisten tÃÂ¤htien alla","Colm","Santana","67","8","475"
"Eric B. & Rakim","Move The Crowd","Kevin","Arellano","66","1","525"
"Justin Bieber / Jessica Jarrell","Overboard","Jacqueline","Lynch","29","7","486"
"Mario Rosenstock","FAI Piss-Up 1","Chloe","Cuevas","49","5","528"
"Jermaine Dupri featuring Jay-Z","Money Ain't A Thang","Theodore","Harris","14","1","515"
"Terror Squad / Big Pun / Big L / Fat Joe","Bring 'Em Back","Jacqueline","Lynch","29","8","486"
"George Baker Selection","Morning Sky","Chloe","Cuevas","49","6","528"
"Okkervil River","Plus Ones","Theodore","Harris","14","2","515"
"Kings Of Leon","Cold Desert","Jacqueline","Lynch","29","9","486"
"Arcade Fire","Neighborhood #1 (Tunnels)","Jacqueline","Lynch","29","10","486"
"Men Without Hats","Safety Dance","Ayla","Johnson","63","0","520"
"Immortal Technique","Bin Laden Feat. MosDef (Inst)","Ayla","Johnson","63","1","520"
"Divinyls","Pleasure And Pain","Jacqueline","Lynch","29","11","486"
"Danny Elfman","Prologue","Jacqueline","Lynch","29","12","486"
"Plain White T's","Hey There Delilah","Jacqueline","Lynch","29","13","486"
"Breaking Benjamin","Blow Me Away","Jacqueline","Lynch","29","14","486"
"Penguin CafÃÂ© Orchestra","Perpetuum Mobile","Jacqueline","Lynch","29","15","486"
"Kings Of Leon","Revelry","Jacqueline","Lynch","29","16","486"
"Banco Del Mutuo Soccorso","Di Terra (2006 Digital Remaster)","Jacqueline","Lynch","29","17","486"
"Tanlines","Real Life","Jacqueline","Lynch","29","18","486"
"Rammstein","Engel","Jacqueline","Lynch","29","19","486"
"Sangre Azul","Noche De AcciÃÂ³n","Jacqueline","Lynch","29","20","486"
"Zumpano","Jeez Louise (Album)","Jacqueline","Lynch","29","21","486"
"Kanye West","Flashing Lights","Lily","Burns","32","1","517"
"Kings Of Leon","Use Somebody","Jacqueline","Lynch","29","22","486"
"Mike And The Mechanics And Paul Carrack","Underscore","Jordan","Hicks","37","1","499"
"Kings Of Leon","Be Somebody","Jacqueline","Lynch","29","23","486"
"Cornelis Vreeswijk","En resa","Jacqueline","Lynch","29","24","486"
"Bon Iver","Skinny Love","Jordan","Hicks","37","2","499"
"Daft Punk","Television Rules The Nation / Crescendolls","Jacqueline","Lynch","29","25","486"
"Asher Roth / Cee-Lo","Be By Myself","Jordan","Hicks","37","3","499"
"Suicidal Tendencies","Freedumb","Jacqueline","Lynch","29","26","486"
"The Be Good Tanyas","A Thousand Tiny Pieces","Jordan","Hicks","37","4","499"
"John Mayer","Half Of My Heart","Jacqueline","Lynch","29","27","486"
"Flyleaf","Missing","Jacqueline","Lynch","29","28","486"
"Kings Of Leon","Revelry","Jacqueline","Lynch","29","29","486"
"Damian Marley / Stephen Marley / Rovleta Fraser","Hey Girl","Jacqueline","Lynch","29","30","486"
"O Rappa","ÃÂ Noite","Jacqueline","Lynch","29","32","486"
"The Whitest Boy Alive","Courage","Jacqueline","Lynch","29","33","486"
"Angels Of Light & Akron/Family","Awake","Jacqueline","Lynch","29","34","486"
"Belanova","Me Pregunto","Jacqueline","Lynch","29","35","486"
"Thee Headcoats","Monkey's Paw","Jacqueline","Lynch","29","36","486"
"matchbox twenty","Disease (Album Version)","Jacqueline","Lynch","29","37","486"
"Primal Scream","Movin' On Up","Jacqueline","Lynch","29","38","486"
"DJ Krush & Toshinori Kondo","Shoh-ka","Jacqueline","Lynch","29","39","486"
"Mindless Faith","Independence Day (version)","Jacqueline","Lynch","29","40","486"
"Ella Baila Sola","Y Quisiera","Tegan","Levine","80","3","545"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","Jacqueline","Lynch","29","41","486"
"Black Moth Super Rainbow","Early 70's Gymnastics","Tegan","Levine","80","4","545"
"Old 97's","Victoria (LP Version)","Jacqueline","Lynch","29","42","486"
"The Dangerous Summer","Wake Up","Jacqueline","Lynch","29","43","486"
"Randy Travis","Hard Rock Bottom Of Your Heart (Single Remix Remastered Version)","Jacqueline","Lynch","29","45","486"
"M.I.A.","Paper Planes","Jacqueline","Lynch","29","46","486"
"The Strokes","Last Nite","Jacqueline","Lynch","29","47","486"
"Justice","Let There Be Light (album version)","Jacqueline","Lynch","29","48","486"
"The Killers","When You Were Young","Jordan","Hicks","37","1","547"
"Method Man / Busta Rhymes","What's Happenin'","Kevin","Arellano","66","0","541"
"Guns N' Roses","Sympathy For The Devil","Jacqueline","Lynch","29","50","486"
"Lily Allen","Smile","Jordan","Hicks","37","2","547"
"MGMT","Time To Pretend","Kevin","Arellano","66","1","541"
"The Unicorns","Sea Ghost","Jordan","Hicks","37","3","547"
"Widespread Panic","Papa's Home","Jacqueline","Lynch","29","51","486"
"Testament","Afterlife","Jacqueline","Lynch","29","52","486"
"Gogol Bordello","Dub The Frequencies Of Love","Jacqueline","Lynch","29","53","486"
"BT Express","Do It ('Til You're Satisfied)","Kate","Harrell","97","1","537"
"Tal Bachman","She's So High","Jacqueline","Lynch","29","54","486"
"Jacky Terrasson","Le Jardin d'Hiver","Kate","Harrell","97","2","537"
"Gorillaz","Fire Coming Out Of The Monkey's Head","Jacqueline","Lynch","29","55","486"
"Paul Oakenfold","Ready_ Steady_ Go (Album Version)","Wyatt","Scott","9","1","527"
"New Found Glory","Better Off Dead","Jacqueline","Lynch","29","56","486"
"The Ordinary Boys","Boys Will Be Boys","Kate","Harrell","97","3","537"
"Train","Hey_ Soul Sister","Wyatt","Scott","9","2","527"
"The Undertones","My Perfect Cousin","Kate","Harrell","97","4","537"
"Queens Of The Stone Age","God Is On The Radio","Jacqueline","Lynch","29","57","486"
"Elliott Smith","Between The Bars","Jordan","Hicks","37","0","550"
"The White Stripes","Seven Nation Army","Kate","Harrell","97","5","537"
"Thursday","Signals Over The Air","Jacqueline","Lynch","29","58","486"
"Weezer","Susanne","Kate","Harrell","97","7","537"
"Baby Bash / Russell Lee","Sexy Eyes","Kate","Harrell","97","8","537"
"Dwight Yoakam","You're The One","Jacqueline","Lynch","29","59","486"
"Lara","La Otra Princesa","Kate","Harrell","97","9","537"
"Kings Of Leon","McFearless","Jacqueline","Lynch","29","60","486"
"ManÃÂ¡","Rayando el sol","Kate","Harrell","97","10","537"
"Markus KrunegÃÂ¥rd","Genom tunna tyger","Jacqueline","Lynch","29","61","486"
"Local Natives","Cards & Quarters","Jacqueline","Lynch","29","62","486"
"La Roux","Bulletproof","Kate","Harrell","97","11","537"
"Philipp Poisel","Seerosenteich","Jacqueline","Lynch","29","63","486"
"Jedi Mind Tricks","Ripped To Shreds (feat. Vinnie Paz_ Celph Titled & Demoz)","Kate","Harrell","97","12","537"
"Nightcrawlers","Push The Feeling On","Jacqueline","Lynch","29","64","486"
"Tapes n Tapes","Say Back Something","Kate","Harrell","97","13","537"
"Paramore","Careful (Album Version)","Kate","Harrell","97","14","537"
"Eric Church","Guys Like Me","Jacqueline","Lynch","29","65","486"
"Josh Groban","Petit Papa Noel (Album Version)","Kate","Harrell","97","15","537"
"Billy Currington","Good Directions","Kate","Harrell","97","16","537"
"Mayer Hawthorne","Shiny & New","Kate","Harrell","97","17","537"
"Scandinavian Music Group","Kun Puut Tekee SeittiÃÂ¤","Chloe","Cuevas","49","0","542"
"Macaco","Mama Tierra","Lily","Burns","32","0","546"
"Gorillaz","M1 A1","Kate","Harrell","97","18","537"
"Binary Star","Slang Blade","Kate","Harrell","97","19","537"
"The Mars Volta","Aberinkula","Kate","Harrell","97","20","537"
"MGMT","Time To Pretend","Jacqueline","Lynch","29","67","486"
"Children Of Bodom","Don't Stop At The Top","Jacqueline","Lynch","29","68","486"
"K's Choice","Not An Addict","Kate","Harrell","97","21","537"
"The Human League","Human","Jacqueline","Lynch","29","69","486"
"Elvis Presley","Suspicious Minds","Kate","Harrell","97","22","537"
"Sleater-kinney","Good Things","Jacqueline","Lynch","29","70","486"
"Bat For Lashes","Moon And Moon","Kate","Harrell","97","23","537"
"Adam Lambert","If I Had You","Jacqueline","Lynch","29","71","486"
"Base Ball Bear","Sayonara-Nostalgia","Kate","Harrell","97","24","537"
